Date,Region,Product,Customer,Units Sold,Unit Price,Sales
2025-06-13,East,Tablet,Customer_53,4,405.18,1620.72
2025-08-12,North,Headphones,Customer_31,1,82.49,82.49
2025-02-18,West,Smartphone,Customer_20,4,671.78,2687.12
2024-12-05,North,Headphones,Customer_32,5,86.07,430.35
2025-11-27,Central,Tablet,Customer_27,2,351.1,702.2
2025-10-03,North,Headphones,Customer_49,4,93.43,373.72
2025-01-21,East,Monitor,Customer_5,2,275.99,551.98
2024-06-29,West,Keyboard,Customer_26,4,43.85,175.4
2025-08-13,Central,Mouse,Customer_2,2,28.08,56.16
2025-12-11,East,Tablet,Customer_57,5,345.08,1725.4
2024-09-23,West,Monitor,Customer_24,1,263.25,263.25
2025-09-26,East,Mouse,Customer_38,2,24.89,49.78
2024-05-22,South,Mouse,Customer_19,2,24.64,49.28
2024-02-10,North,Headphones,Customer_43,3,86.35,259.05
2025-06-11,West,Mouse,Customer_37,2,25.18,50.36
2025-09-04,West,Mouse,Customer_37,3,25.73,77.19
2024-05-16,East,Smartphone,Customer_48,3,627.06,1881.18
2024-09-28,South,Laptop,Customer_19,1,877.44,877.44
2025-10-08,North,Tablet,Customer_58,2,343.0,686.0
2024-04-29,South,Monitor,Customer_41,3,254.71,764.13
2025-01-23,Central,Keyboard,Customer_12,3,40.13,120.39
2025-11-29,North,Smartphone,Customer_57,1,656.55,656.55
2025-08-30,West,Headphones,Customer_26,1,86.57,86.57
2025-07-25,South,Monitor,Customer_31,1,278.77,278.77
2024-06-28,South,Headphones,Customer_55,3,79.42,238.26
2024-12-23,North,Headphones,Customer_31,1,87.21,87.21
2024-11-04,West,Smartwatch,Customer_18,1,214.09,214.09
2025-01-12,North,Tablet,Customer_57,4,378.47,1513.88
2025-04-24,North,Headphones,Customer_40,4,82.01,328.04
2025-08-26,South,Smartphone,Customer_22,4,671.5,2686.0
2025-03-20,South,Smartwatch,Customer_22,1,224.83,224.83
2024-02-23,East,Mouse,Customer_34,3,23.64,70.92
2025-09-03,East,Monitor,Customer_9,2,277.96,555.92
2025-11-06,East,Headphones,Customer_9,1,87.66,87.66
2024-09-21,West,Keyboard,Customer_56,1,41.91,41.91
2024-05-26,South,Smartwatch,Customer_14,4,212.11,848.44
2024-07-26,West,Smartwatch,Customer_47,5,202.96,1014.8
2024-07-09,East,Tablet,Customer_39,2,344.97,689.94
2024-02-23,South,Laptop,Customer_53,1,722.81,722.81
2024-07-05,North,Headphones,Customer_6,1,83.63,83.63
2025-05-09,North,Monitor,Customer_59,2,256.9,513.8
2024-01-01,South,Keyboard,Customer_25,6,36.11,216.66
2025-01-30,North,Monitor,Customer_29,6,258.54,1551.24
2024-09-16,West,Mouse,Customer_44,4,27.43,109.72
2025-11-17,North,Headphones,Customer_35,1,80.23,80.23
2024-03-30,West,Smartphone,Customer_9,3,617.93,1853.79
2024-04-01,West,Mouse,Customer_52,2,24.08,48.16
2025-01-21,East,Mouse,Customer_31,5,25.2,126.0
2024-09-16,West,Laptop,Customer_51,2,818.68,1637.36
2024-02-11,Central,Tablet,Customer_34,1,326.84,326.84
2024-09-13,Central,Monitor,Customer_2,3,240.89,722.67
2024-08-02,West,Smartwatch,Customer_52,6,191.21,1147.26
2024-07-16,West,Monitor,Customer_16,1,234.32,234.32
2024-09-02,South,Headphones,Customer_47,3,84.96,254.88
2025-05-31,South,Tablet,Customer_32,3,355.36,1066.08
2024-06-05,North,Tablet,Customer_20,3,317.56,952.68
2025-11-07,South,Mouse,Customer_47,2,28.06,56.12
2024-07-02,North,Tablet,Customer_38,5,329.94,1649.7
2025-07-11,Central,Tablet,Customer_16,3,384.06,1152.18
2024-09-20,West,Keyboard,Customer_50,3,36.69,110.07
2024-11-14,West,Headphones,Customer_25,1,80.97,80.97
2024-03-15,East,Mouse,Customer_28,1,24.6,24.6
2024-02-26,East,Headphones,Customer_27,6,81.03,486.18
2025-12-19,Central,Monitor,Customer_38,4,262.83,1051.32
2025-08-04,South,Smartphone,Customer_48,1,648.76,648.76
2025-06-25,East,Headphones,Customer_15,1,88.45,88.45
2025-12-11,West,Headphones,Customer_38,5,93.11,465.55
2024-09-04,West,Laptop,Customer_55,1,755.17,755.17
2025-06-29,South,Smartwatch,Customer_53,2,204.75,409.5
2025-06-07,West,Headphones,Customer_35,2,90.72,181.44
2024-09-09,West,Keyboard,Customer_8,1,36.17,36.17
2025-05-06,North,Mouse,Customer_17,4,25.81,103.24
2025-05-19,North,Keyboard,Customer_32,3,41.33,123.99
2024-11-24,West,Tablet,Customer_5,5,325.62,1628.1
2025-04-23,East,Smartwatch,Customer_36,6,224.44,1346.64
2025-09-01,East,Smartphone,Customer_51,3,637.51,1912.53
2025-03-28,South,Mouse,Customer_4,3,26.82,80.46
2024-12-24,Central,Smartwatch,Customer_27,1,195.82,195.82
2025-06-08,North,Headphones,Customer_45,2,86.91,173.82
2024-01-04,East,Smartphone,Customer_48,4,569.02,2276.08
2025-12-26,South,Mouse,Customer_19,4,28.82,115.28
2024-07-04,East,Monitor,Customer_8,4,259.76,1039.04
2025-04-07,North,Laptop,Customer_60,3,946.11,2838.33
2025-12-31,North,Headphones,Customer_19,3,93.8,281.4
2024-06-29,West,Smartphone,Customer_10,3,598.56,1795.68
2025-12-11,East,Headphones,Customer_39,4,82.49,329.96
2025-08-16,South,Smartwatch,Customer_51,2,206.48,412.96
2024-12-14,Central,Laptop,Customer_32,3,821.33,2463.99
2025-02-20,North,Monitor,Customer_6,1,259.87,259.87
2024-05-16,North,Tablet,Customer_10,3,377.9,1133.7
2025-12-18,South,Headphones,Customer_55,6,85.97,515.82
2025-07-02,East,Monitor,Customer_38,4,253.81,1015.24
2025-12-26,West,Tablet,Customer_54,2,361.74,723.48
2024-08-25,North,Smartwatch,Customer_44,2,183.6,367.2
2025-03-24,West,Smartwatch,Customer_11,5,233.6,1168.0
2024-09-22,North,Keyboard,Customer_41,5,37.89,189.45
2025-10-31,West,Smartwatch,Customer_56,1,210.88,210.88
2024-06-07,West,Mouse,Customer_18,3,27.37,82.11
2024-07-27,West,Laptop,Customer_38,1,866.78,866.78
2024-07-27,West,Monitor,Customer_26,3,258.67,776.01
2025-04-20,North,Keyboard,Customer_20,3,45.54,136.62
2024-01-21,North,Tablet,Customer_49,4,356.81,1427.24
2024-03-24,South,Monitor,Customer_21,5,274.13,1370.65
2024-06-11,South,Smartwatch,Customer_43,4,209.2,836.8
2024-06-04,South,Smartphone,Customer_34,2,569.95,1139.9
2024-05-25,West,Headphones,Customer_37,4,79.18,316.72
2024-12-26,West,Monitor,Customer_22,1,264.47,264.47
2024-10-15,Central,Headphones,Customer_11,1,86.94,86.94
2024-08-14,West,Tablet,Customer_51,3,324.43,973.29
2025-01-18,North,Mouse,Customer_17,4,29.38,117.52
2024-11-11,North,Mouse,Customer_26,1,27.21,27.21
2025-06-24,North,Monitor,Customer_46,7,295.78,2070.46
2024-04-13,North,Mouse,Customer_48,5,24.41,122.05
2024-04-24,West,Keyboard,Customer_53,2,39.46,78.92
2025-05-05,Central,Tablet,Customer_47,1,357.96,357.96
2024-08-25,East,Tablet,Customer_57,4,341.38,1365.52
2025-05-07,West,Tablet,Customer_17,4,368.73,1474.92
2024-04-11,North,Tablet,Customer_56,2,383.07,766.14
2025-03-08,East,Headphones,Customer_10,1,78.48,78.48
2024-03-14,Central,Tablet,Customer_53,4,347.14,1388.56
2024-10-02,South,Smartphone,Customer_15,1,604.05,604.05
2024-05-13,East,Headphones,Customer_12,4,84.53,338.12
2024-02-18,South,Headphones,Customer_3,1,77.58,77.58
2025-11-22,East,Tablet,Customer_25,1,356.64,356.64
2024-04-04,Central,Tablet,Customer_1,2,378.66,757.32
2024-01-16,South,Smartphone,Customer_8,8,563.53,4508.24
2024-10-25,North,Tablet,Customer_57,1,328.35,328.35
2025-08-03,North,Smartphone,Customer_10,1,672.46,672.46
2024-06-23,West,Tablet,Customer_22,3,348.56,1045.68
2024-06-27,Central,Smartwatch,Customer_51,1,214.76,214.76
2025-11-30,West,Mouse,Customer_58,1,28.04,28.04
2024-08-19,Central,Tablet,Customer_57,3,376.4,1129.2
2024-12-26,South,Tablet,Customer_32,5,350.41,1752.05
2025-11-05,North,Smartphone,Customer_28,4,664.93,2659.72
2025-01-26,North,Smartphone,Customer_16,3,596.2,1788.6
2025-04-15,Central,Keyboard,Customer_32,4,39.81,159.24
2025-01-03,West,Smartwatch,Customer_32,1,236.28,236.28
2025-09-04,East,Monitor,Customer_9,3,291.61,874.83
2025-06-04,North,Smartphone,Customer_43,5,658.95,3294.75
2025-12-14,West,Mouse,Customer_30,2,29.2,58.4
2025-02-20,East,Laptop,Customer_35,2,837.2,1674.4
2025-05-03,North,Mouse,Customer_59,6,24.69,148.14
2024-06-16,West,Headphones,Customer_21,4,79.3,317.2
2024-10-26,South,Smartwatch,Customer_57,1,207.2,207.2
2025-08-27,North,Laptop,Customer_22,1,854.11,854.11
2024-11-13,West,Keyboard,Customer_12,2,42.49,84.98
2024-07-20,East,Monitor,Customer_10,4,270.67,1082.68
2024-08-19,West,Headphones,Customer_42,2,87.49,174.98
2025-06-13,Central,Laptop,Customer_25,3,850.65,2551.95
2025-09-02,East,Monitor,Customer_8,3,279.43,838.29
2025-06-16,South,Tablet,Customer_5,2,399.69,799.38
2024-09-19,East,Smartphone,Customer_25,2,590.92,1181.84
2024-12-03,North,Tablet,Customer_44,4,327.76,1311.04
2025-06-11,West,Tablet,Customer_47,3,380.89,1142.67
2024-02-27,South,Mouse,Customer_28,1,26.15,26.15
2024-05-01,Central,Keyboard,Customer_52,4,42.52,170.08
2024-09-08,South,Tablet,Customer_13,1,383.24,383.24
2024-04-27,North,Smartphone,Customer_13,1,636.66,636.66
2025-10-10,North,Tablet,Customer_56,5,348.21,1741.05
2024-01-26,West,Headphones,Customer_32,1,85.87,85.87
2024-08-29,South,Smartwatch,Customer_58,3,213.9,641.7
2024-03-21,West,Tablet,Customer_1,8,342.29,2738.32
2025-12-28,South,Keyboard,Customer_54,2,40.27,80.54
2025-12-27,North,Mouse,Customer_43,7,27.04,189.28
2025-10-21,South,Tablet,Customer_30,3,347.78,1043.34
2025-07-30,West,Smartphone,Customer_43,2,699.21,1398.42
2025-01-26,North,Headphones,Customer_2,3,92.57,277.71
2025-04-08,South,Keyboard,Customer_38,2,46.57,93.14
2024-06-22,North,Tablet,Customer_20,1,361.0,361.0
2025-01-17,West,Monitor,Customer_28,3,260.17,780.51
2024-11-24,East,Mouse,Customer_33,1,24.47,24.47
2024-08-10,North,Monitor,Customer_30,3,241.74,725.22
2024-02-29,North,Smartphone,Customer_26,1,628.55,628.55
2025-02-18,West,Mouse,Customer_5,4,29.14,116.56
2024-08-15,West,Tablet,Customer_50,1,362.39,362.39
2024-03-20,North,Laptop,Customer_26,3,740.22,2220.66
2024-12-12,South,Tablet,Customer_30,4,322.28,1289.12
2025-06-20,East,Monitor,Customer_26,1,283.96,283.96
2024-02-24,East,Laptop,Customer_41,3,862.42,2587.26
2024-09-13,South,Keyboard,Customer_36,5,42.42,212.1
2025-08-08,East,Smartwatch,Customer_39,3,223.64,670.92
2024-07-13,West,Laptop,Customer_1,2,860.23,1720.46
2024-07-30,West,Smartwatch,Customer_38,3,214.67,644.01
2025-07-30,North,Headphones,Customer_39,1,92.13,92.13
2024-03-02,South,Monitor,Customer_54,4,243.42,973.68
2025-06-09,South,Laptop,Customer_38,4,841.83,3367.32
2025-08-29,East,Monitor,Customer_2,1,283.26,283.26
2024-01-10,Central,Smartphone,Customer_24,4,601.68,2406.72
2025-02-26,North,Smartphone,Customer_15,4,604.14,2416.56
2025-04-17,West,Mouse,Customer_39,3,27.47,82.41
2024-11-23,North,Headphones,Customer_50,2,73.43,146.86
2024-03-17,Central,Tablet,Customer_18,1,355.18,355.18
2025-09-13,West,Laptop,Customer_13,1,883.21,883.21
2025-12-11,North,Laptop,Customer_10,3,803.18,2409.54
2024-07-20,West,Keyboard,Customer_19,3,40.5,121.5
2025-02-15,East,Laptop,Customer_7,1,821.02,821.02
2024-03-08,North,Tablet,Customer_37,2,326.72,653.44
2025-01-29,Central,Keyboard,Customer_35,4,38.98,155.92
2024-08-18,South,Monitor,Customer_59,2,269.69,539.38
2024-02-02,North,Smartphone,Customer_42,6,651.67,3910.02
2025-02-15,East,Laptop,Customer_52,3,816.1,2448.3
2025-08-07,South,Headphones,Customer_2,2,86.26,172.52
2024-12-06,South,Headphones,Customer_1,1,78.5,78.5
2024-01-24,North,Monitor,Customer_34,3,232.95,698.85
2025-12-14,North,Monitor,Customer_36,2,248.63,497.26
2024-02-09,West,Headphones,Customer_3,5,73.51,367.55
2025-05-10,West,Smartphone,Customer_32,2,631.68,1263.36
2024-09-11,East,Monitor,Customer_4,2,263.74,527.48
2025-05-16,East,Laptop,Customer_53,3,880.24,2640.72
2024-03-08,East,Keyboard,Customer_4,4,41.09,164.36
2024-06-04,South,Laptop,Customer_31,4,769.36,3077.44
2025-07-07,East,Laptop,Customer_29,1,911.09,911.09
2025-04-12,North,Tablet,Customer_34,4,379.44,1517.76
2025-03-19,North,Mouse,Customer_19,1,29.57,29.57
2025-02-05,South,Keyboard,Customer_33,1,42.02,42.02
2025-01-06,West,Headphones,Customer_2,3,87.84,263.52
2025-10-20,East,Smartphone,Customer_12,2,625.3,1250.6
2025-05-27,Central,Smartwatch,Customer_30,1,201.2,201.2
2024-08-10,East,Smartphone,Customer_9,1,565.28,565.28
2025-09-08,Central,Laptop,Customer_30,4,795.13,3180.52
2024-06-04,East,Monitor,Customer_59,3,225.4,676.2
2025-03-17,East,Keyboard,Customer_56,3,39.3,117.9
2025-06-02,South,Smartwatch,Customer_15,3,229.62,688.86
2024-05-09,North,Mouse,Customer_53,3,27.26,81.78
2025-06-08,East,Mouse,Customer_28,1,26.66,26.66
2024-01-24,North,Smartwatch,Customer_1,4,219.36,877.44
2024-07-12,South,Mouse,Customer_17,1,26.16,26.16
2024-03-04,South,Mouse,Customer_53,4,25.04,100.16
2025-08-09,West,Headphones,Customer_19,2,82.05,164.1
2024-01-08,Central,Mouse,Customer_23,1,25.4,25.4
2025-02-28,East,Smartwatch,Customer_6,3,224.19,672.57
2024-02-22,North,Keyboard,Customer_11,4,41.26,165.04
2025-01-15,North,Smartwatch,Customer_3,4,201.96,807.84
2024-12-11,South,Smartwatch,Customer_28,6,195.72,1174.32
2025-03-20,South,Tablet,Customer_12,5,341.88,1709.4
2025-05-10,South,Headphones,Customer_20,5,78.93,394.65
2025-11-09,North,Tablet,Customer_45,1,352.5,352.5
2025-11-06,North,Headphones,Customer_16,4,90.87,363.48
2024-12-30,East,Headphones,Customer_25,1,79.51,79.51
2025-10-01,East,Monitor,Customer_31,1,256.38,256.38
2025-02-16,South,Keyboard,Customer_58,3,42.64,127.92
2024-06-06,South,Mouse,Customer_22,2,24.24,48.48
2025-01-30,West,Smartphone,Customer_7,3,633.17,1899.51
2025-05-18,East,Tablet,Customer_38,1,376.7,376.7
2024-12-08,North,Smartwatch,Customer_14,4,209.77,839.08
2025-06-30,East,Keyboard,Customer_2,6,42.35,254.1
2025-09-27,North,Laptop,Customer_18,7,789.39,5525.73
2024-04-10,North,Tablet,Customer_22,4,341.58,1366.32
2024-01-11,North,Laptop,Customer_56,2,805.85,1611.7
2024-11-05,South,Mouse,Customer_31,1,22.78,22.78
2024-08-16,North,Headphones,Customer_38,1,80.89,80.89
2024-10-02,Central,Monitor,Customer_31,1,239.66,239.66
2025-09-25,South,Headphones,Customer_13,5,87.42,437.1
2024-01-17,West,Mouse,Customer_21,3,26.69,80.07
2024-06-17,South,Headphones,Customer_1,4,75.06,300.24
2025-09-27,South,Smartwatch,Customer_37,1,211.39,211.39
2024-05-04,Central,Keyboard,Customer_50,5,42.05,210.25
2024-11-21,East,Laptop,Customer_29,2,789.1,1578.2
2024-02-05,Central,Headphones,Customer_55,3,85.06,255.18
2024-08-22,East,Headphones,Customer_5,2,72.49,144.98
2024-09-18,North,Tablet,Customer_57,1,367.36,367.36
2025-06-12,East,Smartphone,Customer_22,1,663.66,663.66
2024-10-18,East,Smartphone,Customer_15,1,567.18,567.18
2025-05-18,East,Tablet,Customer_46,3,374.55,1123.65
2025-07-07,South,Headphones,Customer_30,2,91.26,182.52
2024-01-07,North,Smartphone,Customer_55,3,592.68,1778.04
2024-05-20,South,Tablet,Customer_11,6,318.82,1912.92
2025-03-28,East,Laptop,Customer_21,5,935.26,4676.3
2025-07-14,South,Monitor,Customer_28,1,260.21,260.21
2024-11-04,Central,Smartphone,Customer_37,2,636.63,1273.26
2024-02-26,North,Mouse,Customer_26,4,25.08,100.32
2024-01-27,North,Monitor,Customer_37,1,261.82,261.82
2025-12-29,North,Laptop,Customer_24,1,826.57,826.57
2024-01-18,North,Headphones,Customer_2,4,,327.88
2024-03-27,South,Laptop,Customer_26,1,740.31,740.31
2024-08-31,East,Smartphone,Customer_15,2,639.47,1278.94
2025-10-14,North,Keyboard,Customer_49,3,40.76,122.28
2024-06-26,West,Monitor,Customer_49,3,269.82,809.46
2024-10-13,North,Tablet,Customer_6,4,343.3,1373.2
2025-05-20,West,Smartwatch,Customer_22,4,232.73,930.92
2025-08-29,West,Smartwatch,Customer_45,1,226.57,226.57
2025-08-06,South,Laptop,Customer_4,3,779.4,2338.2
2025-09-25,Central,Keyboard,Customer_53,1,41.59,41.59
2025-06-25,South,Tablet,Customer_21,1,351.63,351.63
2025-11-15,West,Laptop,Customer_47,2,902.05,1804.1
2025-07-03,North,Headphones,Customer_47,3,88.44,265.32
2024-11-07,West,Monitor,Customer_2,2,247.19,494.38
2024-06-26,West,Mouse,Customer_54,2,23.15,46.3
2025-11-10,East,Headphones,Customer_35,3,81.26,243.78
2025-12-12,South,Tablet,Customer_30,1,405.11,405.11
2024-01-12,East,Mouse,Customer_30,5,27.38,136.9
2025-03-26,East,Monitor,Customer_16,1,259.58,259.58
2024-12-25,North,Monitor,Customer_36,3,267.58,802.74
2025-04-20,North,Smartwatch,Customer_55,1,225.31,225.31
2025-08-16,North,Smartwatch,Customer_2,3,210.04,630.12
2024-09-13,East,Mouse,Customer_38,1,24.73,24.73
2025-06-17,West,Smartphone,Customer_33,5,633.16,3165.8
2025-03-21,North,Tablet,Customer_4,3,415.72,1247.16
2024-09-14,North,Keyboard,Customer_1,5,42.58,212.9
2025-10-31,East,Monitor,Customer_14,2,292.09,584.18
2025-03-09,East,Smartphone,Customer_54,4,632.64,2530.56
2025-12-15,East,Mouse,Customer_3,1,25.01,25.01
2025-01-14,West,Headphones,Customer_45,5,93.58,467.9
2024-11-24,South,Monitor,Customer_41,2,274.57,549.14
2025-10-20,North,Tablet,Customer_9,1,411.82,411.82
2024-10-10,North,Tablet,Customer_28,3,334.58,1003.74
2025-08-07,East,Monitor,Customer_60,3,274.95,824.85
2024-01-07,South,Monitor,Customer_58,4,243.73,974.92
2024-10-24,West,Monitor,Customer_42,1,254.28,254.28
2025-11-05,South,Smartphone,Customer_59,2,605.32,1210.64
2025-08-03,North,Monitor,Customer_31,1,291.9,291.9
2024-02-19,North,Smartphone,Customer_1,5,597.17,2985.85
2024-10-11,Central,Smartphone,Customer_5,3,574.2,1722.6
2025-04-08,Central,Mouse,Customer_9,1,27.68,27.68
2024-12-30,East,Smartwatch,Customer_43,4,193.56,774.24
2024-09-07,Central,Laptop,Customer_18,3,801.26,2403.78
2024-12-20,North,Keyboard,Customer_58,1,39.4,39.4
2024-02-28,North,Keyboard,Customer_29,6,42.46,254.76
2025-02-24,North,Monitor,Customer_27,4,247.56,990.24
2024-07-12,North,Mouse,Customer_29,2,22.9,45.8
2025-03-28,East,Mouse,Customer_49,3,25.02,75.06
2025-05-31,North,Tablet,Customer_23,4,380.59,1522.36
2024-11-14,North,Headphones,Customer_39,3,86.7,260.1
2025-03-03,South,Smartphone,Customer_55,4,592.36,2369.44
2024-01-21,West,Tablet,Customer_29,7,343.11,2401.77
2024-06-23,East,Smartphone,Customer_58,5,592.95,2964.75
2024-11-11,North,Mouse,Customer_33,1,23.96,23.96
2025-04-12,North,Smartphone,Customer_13,6,665.81,3994.86
2024-04-19,North,Monitor,Customer_17,2,249.18,498.36
2024-08-04,West,Smartphone,Customer_60,1,588.35,588.35
2025-12-04,South,Headphones,Customer_17,1,79.64,79.64
2024-02-02,North,Tablet,Customer_36,4,375.34,1501.36
2025-12-10,East,Headphones,Customer_19,2,82.8,165.6
2024-09-05,East,Keyboard,Customer_36,3,40.79,122.37
2025-10-12,South,Mouse,Customer_56,1,26.53,26.53
2025-06-18,North,Laptop,Customer_30,3,932.28,2796.84
2025-02-28,North,Monitor,Customer_20,4,247.97,991.88
2025-04-18,South,Keyboard,Customer_1,2,45.43,90.86
2025-02-16,West,Smartphone,Customer_59,1,621.1,621.1
2025-08-22,North,Laptop,Customer_5,5,792.26,3961.3
2024-04-08,South,Smartphone,Customer_27,3,577.69,1733.07
2024-06-14,West,Monitor,Customer_7,3,226.93,680.79
2024-02-03,South,Headphones,Customer_14,4,76.99,307.96
2025-09-30,North,Mouse,Customer_54,4,29.13,116.52
2024-12-13,Central,Smartphone,Customer_20,5,580.05,2900.25
2025-05-25,South,Headphones,Customer_8,7,88.64,620.48
2025-12-08,West,Headphones,Customer_17,2,83.38,166.76
2025-05-07,West,Smartwatch,Customer_32,1,213.63,213.63
2025-06-06,West,Monitor,Customer_1,2,280.55,561.1
2024-12-15,East,Laptop,Customer_12,5,843.27,4216.35
2025-02-19,South,Tablet,Customer_53,3,409.88,1229.64
2025-03-09,South,Mouse,Customer_13,4,27.11,108.44
2025-02-18,North,Smartphone,Customer_10,1,589.75,589.75
2025-11-27,North,Headphones,Customer_9,3,82.91,248.73
2025-09-19,South,Laptop,Customer_59,5,912.5,4562.5
2025-08-18,South,Monitor,Customer_8,1,271.61,271.61
2024-07-24,West,Smartphone,Customer_12,1,566.6,566.6
2025-02-10,South,Smartphone,Customer_18,3,664.34,1993.02
2025-02-12,West,Tablet,Customer_43,1,414.72,414.72
2024-02-26,South,Headphones,Customer_5,3,78.8,236.4
2024-11-03,South,Smartwatch,Customer_38,1,193.79,193.79
2024-10-05,East,Monitor,Customer_18,1,233.58,233.58
2024-01-08,North,Headphones,Customer_35,1,73.51,73.51
2025-01-12,Central,Keyboard,Customer_36,6,43.33,259.98
2025-03-10,North,Monitor,Customer_22,3,267.83,803.49
2025-04-11,North,Mouse,Customer_41,1,26.4,26.4
2024-08-08,East,Mouse,Customer_42,1,27.19,27.19
2025-01-19,North,Laptop,Customer_57,3,809.22,2427.66
2024-04-03,North,Keyboard,Customer_52,4,43.94,175.76
2024-12-02,West,Mouse,Customer_17,4,25.74,102.96
2025-10-18,South,Monitor,Customer_43,2,274.44,548.88
2024-05-24,North,Laptop,Customer_21,2,800.68,1601.36
2025-01-18,West,Tablet,Customer_47,2,343.9,687.8
2025-09-24,West,Monitor,Customer_26,3,292.26,876.78
2024-12-28,West,Laptop,Customer_31,3,833.39,2500.17
2024-11-11,East,Smartphone,Customer_12,3,651.72,1955.16
2025-12-10,West,Tablet,Customer_57,3,393.88,1181.64
2024-11-25,West,Mouse,Customer_59,1,25.69,25.69
2024-11-18,North,Headphones,Customer_39,1,82.78,82.78
2024-05-29,North,Mouse,Customer_43,2,27.02,54.04
2024-01-15,North,Keyboard,Customer_16,4,39.02,156.08
2025-03-06,East,Smartphone,Customer_35,3,667.99,2003.97
2025-05-31,North,Smartwatch,Customer_59,4,228.05,912.2
2024-04-10,North,Tablet,Customer_21,1,317.9,317.9
2024-06-18,West,Keyboard,Customer_32,2,38.27,76.54
2024-08-02,East,Mouse,Customer_55,2,24.85,49.7
2025-08-22,North,Keyboard,Customer_13,1,46.29,46.29
2024-09-07,West,Headphones,Customer_29,3,83.62,250.86
2024-03-02,North,Laptop,Customer_5,4,745.67,2982.68
2024-06-01,East,Laptop,Customer_15,3,784.43,2353.29
2024-01-09,Central,Smartwatch,Customer_49,2,186.65,373.3
2024-04-28,East,Laptop,Customer_19,4,723.06,2892.24
2025-02-18,North,Tablet,Customer_34,6,350.56,2103.36
2025-01-09,West,Monitor,Customer_50,3,275.95,827.85
2024-02-27,North,Laptop,Customer_59,6,825.76,4954.56
2024-11-18,East,Smartwatch,Customer_29,2,204.02,408.04
2025-02-24,North,Mouse,Customer_59,4,25.47,101.88
2024-06-24,North,Laptop,Customer_4,3,820.19,2460.57
2025-12-01,West,Keyboard,Customer_51,3,47.14,141.42
2024-02-18,Central,Headphones,Customer_46,4,79.8,319.2
2024-05-17,North,Mouse,Customer_13,2,23.16,46.32
2024-01-07,Central,Mouse,Customer_49,3,25.71,77.13
2025-04-03,East,Monitor,Customer_15,1,244.47,244.47
2024-09-03,Central,Monitor,Customer_31,2,269.73,539.46
2024-10-20,South,Monitor,Customer_23,1,265.84,265.84
2024-05-30,Central,Monitor,Customer_56,5,253.47,1267.35
2025-04-08,East,Tablet,Customer_20,5,342.59,1712.95
2024-04-26,Central,Keyboard,Customer_59,2,37.79,75.58
2025-05-04,West,Smartphone,Customer_36,4,640.29,2561.16
2025-10-01,East,Monitor,Customer_4,3,288.41,865.23
2024-12-28,North,Headphones,Customer_34,5,81.35,406.75
2025-05-06,South,Monitor,Customer_37,2,264.0,528.0
2024-02-04,North,Headphones,Customer_43,2,73.36,146.72
2025-01-12,East,Headphones,Customer_29,3,88.59,265.77
2025-09-15,Central,Monitor,Customer_45,1,291.82,291.82
2025-08-30,West,Monitor,Customer_57,4,259.75,1039.0
2024-08-26,North,Headphones,Customer_43,3,80.86,242.58
2024-09-30,South,Smartphone,Customer_15,2,580.62,1161.24
2025-01-20,East,Monitor,Customer_58,3,256.22,768.66
2025-12-27,Central,Laptop,Customer_51,3,812.44,2437.32
2025-05-03,East,Mouse,Customer_9,1,27.82,27.82
2024-09-21,East,Smartphone,Customer_51,1,635.15,635.15
2025-03-12,North,Keyboard,Customer_34,4,45.5,182.0
2024-11-05,Central,Tablet,Customer_4,1,341.48,341.48
2025-01-20,South,Mouse,Customer_54,6,29.1,174.6
2025-12-07,North,Laptop,Customer_2,6,797.02,4782.12
2025-05-21,North,Laptop,Customer_47,4,884.58,3538.32
2024-06-27,South,Tablet,Customer_26,4,344.85,1379.4
2025-03-02,East,Keyboard,Customer_14,3,44.19,132.57
2024-09-19,North,Mouse,Customer_12,2,23.83,47.66
2024-03-07,West,Laptop,Customer_20,1,735.19,735.19
2025-04-30,East,Headphones,Customer_56,2,81.16,162.32
2025-04-13,North,Smartphone,Customer_14,4,708.74,2834.96
2024-08-12,Central,Mouse,Customer_39,3,25.8,77.4
2024-08-11,North,Laptop,Customer_17,1,836.43,836.43
2025-10-11,North,Smartwatch,Customer_5,1,222.68,222.68
2025-05-31,North,Mouse,Customer_54,3,28.96,86.88
2025-03-19,West,Mouse,Customer_41,1,28.81,28.81
2025-12-13,Central,Keyboard,Customer_8,3,39.24,117.72
2024-05-07,North,Monitor,Customer_20,6,243.94,1463.64
2025-02-17,Central,Monitor,Customer_44,2,245.91,491.82
2025-03-09,East,Smartwatch,Customer_8,3,222.61,667.83
2025-04-07,West,Headphones,Customer_57,4,83.29,333.16
2024-08-15,Central,Keyboard,Customer_32,2,39.21,78.42
2024-01-11,North,Keyboard,Customer_17,2,43.37,86.74
2024-01-04,South,Tablet,Customer_20,3,337.78,1013.34
2025-12-16,West,Monitor,Customer_7,4,287.53,1150.12
2024-07-11,North,Monitor,Customer_31,1,256.68,256.68
2024-07-13,South,Smartwatch,Customer_38,4,213.21,852.84
2024-03-21,West,Headphones,Customer_13,2,84.49,168.98
2024-09-29,North,Mouse,Customer_30,2,25.19,50.38
2025-06-13,West,Smartphone,Customer_56,3,691.55,2074.65
2025-12-23,North,Keyboard,Customer_49,6,42.05,252.3
